,bill_number,category
7919,G0512527,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'TOBACCO', 'TOBACCO', 'FOOD', 'BEVERAGE']"
7920,G0512529,"['BEVERAGE', 'TOBACCO']"
7921,G0512531,"['BEVERAGE', 'TOBACCO']"
7922,G0512532,"['BEVERAGE', 'FOOD', 'FOOD']"
7923,G0512533,"['BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
7924,G0512536,"['BEVERAGE', 'BEVERAGE']"
7925,G0512537,"['BEVERAGE', 'FOOD', 'FOOD']"
7926,G0512538,"['BEVERAGE', 'FOOD', 'FOOD']"
7927,G0512540,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD']"
7928,G0512546,"['BEVERAGE', 'FOOD']"
7929,G0512366,"['BEVERAGE', 'FOOD']"
7930,G0512548,['BEVERAGE']
7931,G0512368,['BEVERAGE']
7932,G0512551,"['BEVERAGE', 'TOBACCO']"
7933,G0512371,"['BEVERAGE', 'FOOD']"
7934,G0512558,['BEVERAGE']
7935,G0512560,"['BEVERAGE', 'BEVERAGE']"
7936,G0512376,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD']"
7937,G0512563,"['BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD']"
7938,G0512564,"['BEVERAGE', 'FOOD', 'FOOD']"
7939,G0512565,"['BEVERAGE', 'TOBACCO']"
7940,G0512570,"['BEVERAGE', 'FOOD', 'FOOD']"
7941,G0512377,['BEVERAGE']
7942,G0512378,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'TOBACCO', 'FOOD', 'FOOD']"
7943,G0512572,['BEVERAGE']
7944,G0512379,"['BEVERAGE', 'TOBACCO']"
7945,G0512579,"['BEVERAGE', 'TOBACCO']"
7946,G0512381,['BEVERAGE']
7947,G0512582,['FOOD']
7948,G0512583,"['FOOD', 'FOOD', 'FOOD']"
7949,G0512585,"['FOOD', 'FOOD', 'FOOD', 'FOOD']"
7950,G0512588,['FOOD']
7951,G0512600,"['FOOD', 'FOOD']"
7952,G0512388,"['FOOD', 'FOOD', 'FOOD', 'TOBACCO']"
7953,G0512392,"['FOOD', 'FOOD', 'TOBACCO']"
7954,G0512394,"['FOOD', 'FOOD']"
7955,G0512396,['FOOD']
7956,G0512398,"['FOOD', 'FOOD', 'FOOD', 'FOOD']"
7957,G0512401,['FOOD']
7958,G0512402,"['FOOD', 'FOOD', 'FOOD']"
7959,G0512405,['FOOD']
7960,G0512408,"['FOOD', 'BEVERAGE']"
7961,G0512409,['FOOD']
7962,G0512412,"['FOOD', 'BEVERAGE']"
7963,G0512422,"['FOOD', 'FOOD', 'FOOD', 'FOOD', 'BEVERAGE']"
7964,G0512426,"['FOOD', 'TOBACCO']"
7965,G0512429,"['FOOD', 'TOBACCO']"
7966,G0512436,"['FOOD', 'TOBACCO']"
7967,G0512445,"['FOOD', 'TOBACCO']"
7968,G0512453,['FOOD']
7969,G0512460,['FOOD']
7970,G0512463,"['FOOD', 'TOBACCO']"
7971,G0512464,['FOOD']
7972,G0512472,"['FOOD', 'TOBACCO']"
7973,G0512478,"['FOOD', 'TOBACCO']"
7974,G0512485,"['FOOD', 'TOBACCO']"
7975,G0512492,"['FOOD', 'TOBACCO', 'FOOD']"
7976,G0512496,"['FOOD', 'FOOD', 'TOBACCO']"
7977,G0512497,['FOOD']
7978,G0512504,"['FOOD', 'FOOD', 'TOBACCO']"
7979,G0512507,"['FOOD', 'FOOD', 'FOOD', 'TOBACCO']"
7980,G0512509,"['FOOD', 'TOBACCO']"
7981,G0512511,['FOOD']
7982,G0512547,['FOOD']
7983,G0512367,"['FOOD', 'FOOD']"
7984,G0512369,"['FOOD', 'FOOD']"
7985,G0512370,"['FOOD', 'FOOD']"
7986,G0512554,['FOOD']
7987,G0512556,"['FOOD', 'FOOD', 'TOBACCO']"
7988,G0512372,['FOOD']
7989,G0512374,['FOOD']
7990,G0512557,['FOOD']
7991,G0512561,"['FOOD', 'FOOD']"
7992,G0512566,['FOOD']
7993,G0512569,"['FOOD', 'FOOD', 'FOOD']"
7994,G0512573,"['FOOD', 'FOOD', 'FOOD']"
7995,G0512574,"['FOOD', 'TOBACCO']"
7996,G0512380,['FOOD']
7997,G0512576,['FOOD']
7998,G0512577,"['FOOD', 'FOOD', 'FOOD', 'BEVERAGE']"
7999,G0512581,"['FOOD', 'TOBACCO', 'TOBACCO']"
8000,N0031840,['LIQUOR']
8001,N0031841,['LIQUOR']
8002,N0031842,['LIQUOR']
8003,N0031843,['LIQUOR']
8004,N0031844,['LIQUOR']
8005,N0031819,['LIQUOR']
8006,N0031820,['LIQUOR']
8007,N0031821,['LIQUOR']
8008,N0031822,['LIQUOR']
8009,N0031823,['LIQUOR']
8010,N0031824,['LIQUOR']
8011,N0031825,['LIQUOR']
8012,N0031826,['LIQUOR']
8013,N0031828,['LIQUOR']
8014,N0031829,"['LIQUOR', 'LIQUOR']"
8015,N0031831,['LIQUOR']
8016,N0031832,['LIQUOR']
8017,N0031833,['LIQUOR']
8018,N0031835,['LIQUOR']
8019,N0031837,['LIQUOR']
8020,N0031838,['LIQUOR']
8021,N0031839,['LIQUOR']
8022,G0512384,['TOBACCO']
8023,G0512584,['TOBACCO']
8024,G0512586,['TOBACCO']
8025,G0512589,['TOBACCO']
8026,G0512385,['TOBACCO']
8027,G0512386,['TOBACCO']
8028,G0512387,['TOBACCO']
8029,G0512596,['TOBACCO']
8030,G0512391,"['TOBACCO', 'FOOD']"
8031,G0512397,"['TOBACCO', 'FOOD']"
8032,G0512406,['TOBACCO']
8033,G0512411,['TOBACCO']
8034,G0512413,['TOBACCO']
8035,G0512415,['TOBACCO']
8036,G0512416,['TOBACCO']
8037,G0512418,['TOBACCO']
8038,G0512427,['TOBACCO']
8039,G0512428,['TOBACCO']
8040,G0512431,['TOBACCO']
8041,G0512432,['TOBACCO']
8042,G0512437,['TOBACCO']
8043,G0512438,['TOBACCO']
8044,G0512440,['TOBACCO']
8045,G0512443,['TOBACCO']
8046,G0512444,['TOBACCO']
8047,G0512447,['TOBACCO']
8048,G0512449,['TOBACCO']
8049,G0512457,['TOBACCO']
8050,G0512459,['TOBACCO']
8051,G0512466,['TOBACCO']
8052,G0512467,['TOBACCO']
8053,G0512483,['TOBACCO']
8054,G0512489,['TOBACCO']
8055,G0512493,"['TOBACCO', 'FOOD']"
8056,G0512500,['TOBACCO']
8057,G0512506,['TOBACCO']
8058,G0512517,['TOBACCO']
8059,G0512521,['TOBACCO']
8060,G0512528,"['TOBACCO', 'BEVERAGE']"
8061,G0512534,"['TOBACCO', 'BEVERAGE']"
8062,G0512535,"['TOBACCO', 'FOOD', 'FOOD']"
8063,G0512541,['TOBACCO']
8064,G0512542,['TOBACCO']
8065,G0512549,"['TOBACCO', 'BEVERAGE']"
8066,G0512550,['TOBACCO']
8067,G0512555,['TOBACCO']
8068,G0512373,['TOBACCO']
8069,G0512559,"['TOBACCO', 'BEVERAGE']"
8070,G0512375,['TOBACCO']
8071,G0512562,['TOBACCO']
8072,G0512567,"['TOBACCO', 'BEVERAGE']"
8073,G0512568,['TOBACCO']
8074,G0512571,['TOBACCO']
8075,G0512578,"['TOBACCO', 'TOBACCO']"
8076,G0512580,"['TOBACCO', 'FOOD', 'BEVERAGE']"
8077,G0512382,['TOBACCO']
8078,G0512383,"['TOBACCO', 'BEVERAGE']"
8079,N0031827,['WINES']
8080,N0031834,['WINES']
8081,N0031836,['WINES']
8082,G0514997,['TOBACCO']
8083,G0515009,"['TOBACCO', 'FOOD', 'TOBACCO']"
8084,G0515011,['TOBACCO']
8085,G0515022,['TOBACCO']
8086,G0515031,"['TOBACCO', 'BEVERAGE']"
8087,G0515061,"['TOBACCO', 'FOOD', 'FOOD', 'BEVERAGE']"
8088,G0514909,['TOBACCO']
8089,G0515069,"['TOBACCO', 'BEVERAGE']"
8090,G0504331,"['TOBACCO', 'BEVERAGE']"
8091,G0504333,['TOBACCO']
8092,G0504340,"['TOBACCO', 'BEVERAGE']"
8093,G0504344,"['TOBACCO', 'BEVERAGE', 'FOOD', 'FOOD', 'TOBACCO']"
8094,G0504353,"['TOBACCO', 'BEVERAGE', 'FOOD', 'FOOD', 'TOBACCO', 'BEVERAGE']"
8095,G0504228,"['TOBACCO', 'FOOD', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'TOBACCO', 'BEVERAGE']"
8096,G0509388,"['TOBACCO', 'FOOD']"
8097,G0509409,['TOBACCO']
8098,G0509410,['TOBACCO']
8099,G0509422,['TOBACCO']
8100,G0509430,"['TOBACCO', 'FOOD']"
8101,G0509437,"['TOBACCO', 'BEVERAGE', 'BEVERAGE', 'FOOD']"
8102,G0509443,"['TOBACCO', 'TOBACCO']"
8103,G0509464,"['TOBACCO', 'FOOD']"
8104,G0509468,"['TOBACCO', 'BEVERAGE']"
8105,G0509363,['TOBACCO']
8106,G0515312,"['TOBACCO', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'TOBACCO']"
8107,G0515316,"['TOBACCO', 'FOOD', 'TOBACCO']"
8108,G0515317,"['TOBACCO', 'FOOD']"
8109,G0515114,['TOBACCO']
8110,G0515134,"['TOBACCO', 'FOOD', 'FOOD']"
8111,G0515136,['TOBACCO']
8112,G0515142,"['TOBACCO', 'BEVERAGE']"
8113,G0515167,"['TOBACCO', 'TOBACCO']"
8114,G0515168,"['TOBACCO', 'BEVERAGE', 'BEVERAGE', 'FOOD', 'TOBACCO']"
8115,G0515175,"['TOBACCO', 'BEVERAGE', 'TOBACCO']"
8116,G0515179,"['TOBACCO', 'TOBACCO']"
8117,G0515180,"['TOBACCO', 'FOOD']"
8118,G0515185,['TOBACCO']
8119,G0515202,"['TOBACCO', 'FOOD']"
8120,G0515206,['TOBACCO']
8121,G0515212,"['TOBACCO', 'FOOD', 'TOBACCO', 'TOBACCO']"
8122,G0515237,"['TOBACCO', 'BEVERAGE', 'FOOD', 'BEVERAGE']"
8123,G0515255,"['TOBACCO', 'FOOD', 'FOOD', 'FOOD']"
8124,G0515266,"['TOBACCO', 'BEVERAGE', 'FOOD', 'TOBACCO']"
8125,G0515280,['TOBACCO']
8126,G0515089,['TOBACCO']
8127,G0515307,"['TOBACCO', 'BEVERAGE']"
8128,G0504404,['TOBACCO']
8129,G0504426,['TOBACCO']
8130,G0504432,['TOBACCO']
8131,G0504434,"['TOBACCO', 'BEVERAGE', 'FOOD', 'TOBACCO', 'FOOD']"
8132,G0504437,"['TOBACCO', 'BEVERAGE', 'TOBACCO']"
8133,G0504446,"['TOBACCO', 'BEVERAGE', 'BEVERAGE']"
8134,G0504447,"['TOBACCO', 'BEVERAGE']"
8135,G0504454,['TOBACCO']
8136,G0504474,"['TOBACCO', 'FOOD', 'TOBACCO']"
8137,G0504485,"['TOBACCO', 'BEVERAGE', 'FOOD']"
8138,G0504495,"['TOBACCO', 'FOOD']"
8139,G0504496,['TOBACCO']
8140,G0504497,['TOBACCO']
8141,G0504500,"['TOBACCO', 'FOOD']"
8142,G0504522,"['TOBACCO', 'FOOD']"
8143,G0504523,"['TOBACCO', 'TOBACCO']"
8144,G0504524,"['TOBACCO', 'BEVERAGE', 'FOOD']"
8145,G0504376,"['TOBACCO', 'FOOD', 'BEVERAGE']"
8146,G0504528,['TOBACCO']
8147,G0504530,"['TOBACCO', 'BEVERAGE']"
8148,G0504385,"['TOBACCO', 'BEVERAGE', 'BEVERAGE']"
8149,G0504537,['TOBACCO']
8150,G0509683,"['TOBACCO', 'FOOD', 'FOOD', 'FOOD']"
8151,G0509547,"['TOBACCO', 'BEVERAGE']"
8152,G0509550,"['TOBACCO', 'FOOD', 'FOOD']"
8153,G0509580,"['TOBACCO', 'BEVERAGE']"
8154,G0509585,"['TOBACCO', 'TOBACCO']"
8155,G0509594,"['TOBACCO', 'FOOD', 'FOOD']"
8156,G0509599,"['TOBACCO', 'FOOD']"
8157,G0509602,['TOBACCO']
8158,G0509609,"['TOBACCO', 'BEVERAGE']"
8159,G0509618,"['TOBACCO', 'BEVERAGE', 'FOOD']"
8160,G0509530,"['TOBACCO', 'FOOD']"
8161,G0509674,"['TOBACCO', 'BEVERAGE']"
8162,G0509531,"['TOBACCO', 'FOOD', 'FOOD']"
8163,G0515354,['TOBACCO']
8164,G0515400,"['TOBACCO', 'BEVERAGE', 'TOBACCO']"
8165,G0470868,"['BEVERAGE', 'TOBACCO']"
8166,G0471017,"['BEVERAGE', 'TOBACCO']"
8167,G0471018,"['BEVERAGE', 'BEVERAGE', 'TOBACCO']"
8168,G0470869,"['BEVERAGE', 'BEVERAGE']"
8169,G0470870,"['BEVERAGE', 'FOOD']"
8170,G0470871,"['BEVERAGE', 'FOOD', 'FOOD', 'TOBACCO', 'FOOD']"
8171,G0470873,"['BEVERAGE', 'BEVERAGE']"
8172,G0470875,['BEVERAGE']
8173,G0470878,"['BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
8174,G0470880,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
8175,G0470882,['BEVERAGE']
8176,G0470883,['BEVERAGE']
8177,G0470885,"['BEVERAGE', 'TOBACCO']"
8178,G0470888,"['BEVERAGE', 'FOOD']"
8179,G0470889,['BEVERAGE']
8180,G0470891,"['BEVERAGE', 'BEVERAGE', 'FOOD']"
8181,G0470893,"['BEVERAGE', 'TOBACCO', 'FOOD']"
8182,G0470895,['BEVERAGE']
8183,G0470896,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD']"
8184,G0470903,"['BEVERAGE', 'BEVERAGE', 'FOOD']"
8185,G0470904,['BEVERAGE']
8186,G0470905,"['BEVERAGE', 'TOBACCO', 'FOOD', 'FOOD']"
8187,G0470906,"['BEVERAGE', 'TOBACCO']"
8188,G0470908,"['BEVERAGE', 'BEVERAGE', 'FOOD']"
8189,G0470910,"['BEVERAGE', 'TOBACCO', 'FOOD']"
8190,G0470914,['BEVERAGE']
8191,G0470915,"['BEVERAGE', 'FOOD']"
8192,G0470920,"['BEVERAGE', 'TOBACCO']"
8193,G0470928,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'BEVERAGE']"
8194,G0470929,"['BEVERAGE', 'FOOD', 'FOOD']"
8195,G0470932,"['BEVERAGE', 'BEVERAGE']"
8196,G0470933,"['BEVERAGE', 'FOOD']"
8197,G0470934,"['BEVERAGE', 'BEVERAGE']"
8198,G0470935,"['BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
8199,G0470938,"['BEVERAGE', 'FOOD']"
8200,G0470941,"['BEVERAGE', 'FOOD']"
8201,G0470942,"['BEVERAGE', 'TOBACCO']"
8202,G0470945,"['BEVERAGE', 'FOOD', 'TOBACCO']"
8203,G0470947,"['BEVERAGE', 'BEVERAGE', 'TOBACCO']"
8204,G0470953,"['BEVERAGE', 'TOBACCO', 'BEVERAGE']"
8205,G0470954,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD']"
8206,G0470961,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'FOOD', 'TOBACCO', 'TOBACCO', 'TOBACCO']"
8207,G0470963,"['BEVERAGE', 'BEVERAGE']"
8208,G0470965,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'TOBACCO']"
8209,G0470968,['BEVERAGE']
8210,G0470970,['BEVERAGE']
8211,G0470972,"['BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
8212,G0470977,"['BEVERAGE', 'BEVERAGE']"
8213,G0470986,['BEVERAGE']
8214,G0470989,"['BEVERAGE', 'FOOD', 'FOOD', 'BEVERAGE']"
8215,G0470991,"['BEVERAGE', 'FOOD', 'TOBACCO']"
8216,G0470997,"['BEVERAGE', 'TOBACCO']"
8217,G0470998,"['BEVERAGE', 'FOOD', 'FOOD', 'TOBACCO']"
8218,G0470853,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'FOOD']"
8219,G0470854,"['BEVERAGE', 'BEVERAGE']"
8220,G0471003,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'TOBACCO']"
8221,G0471004,"['BEVERAGE', 'FOOD', 'FOOD']"
8222,G0471005,"['BEVERAGE', 'TOBACCO']"
8223,G0470855,['BEVERAGE']
8224,G0470856,"['BEVERAGE', 'BEVERAGE']"
8225,G0470857,['BEVERAGE']
8226,G0470858,"['BEVERAGE', 'TOBACCO']"
8227,G0470859,['BEVERAGE']
8228,G0470860,"['BEVERAGE', 'FOOD', 'TOBACCO']"
8229,G0470861,"['BEVERAGE', 'FOOD', 'FOOD']"
8230,G0470862,"['BEVERAGE', 'TOBACCO']"
8231,G0471009,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD']"
8232,G0471011,"['BEVERAGE', 'TOBACCO', 'BEVERAGE']"
8233,G0470866,"['BEVERAGE', 'FOOD']"
8234,G0471014,['BEVERAGE']
8235,G0470879,"['FOOD', 'FOOD']"
8236,G0470881,"['FOOD', 'FOOD', 'BEVERAGE']"
8237,G0470894,['FOOD']
8238,G0470897,['FOOD']
8239,G0470898,['FOOD']
8240,G0470901,"['FOOD', 'FOOD']"
8241,G0470916,['FOOD']
8242,G0470918,['FOOD']
8243,G0470922,"['FOOD', 'TOBACCO', 'FOOD']"
8244,G0470923,['FOOD']
8245,G0470925,"['FOOD', 'FOOD']"
8246,G0470931,"['FOOD', 'FOOD']"
8247,G0470936,['FOOD']
8248,G0470937,"['FOOD', 'FOOD']"
8249,G0470939,"['FOOD', 'FOOD']"
8250,G0470940,['FOOD']
8251,G0470948,['FOOD']
8252,G0470949,"['FOOD', 'TOBACCO']"
8253,G0470951,['FOOD']
8254,G0470957,"['FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD']"
8255,G0470958,"['FOOD', 'FOOD']"
8256,G0470959,['FOOD']
8257,G0470960,"['FOOD', 'FOOD']"
8258,G0470964,"['FOOD', 'TOBACCO']"
8259,G0470967,['FOOD']
8260,G0470974,"['FOOD', 'FOOD']"
8261,G0470975,"['FOOD', 'FOOD', 'TOBACCO', 'FOOD', 'FOOD']"
8262,G0470976,"['FOOD', 'TOBACCO']"
8263,G0470979,['FOOD']
8264,G0470982,"['FOOD', 'FOOD']"
8265,G0470984,"['FOOD', 'FOOD']"
8266,G0470990,"['FOOD', 'TOBACCO', 'FOOD']"
8267,G0470993,"['FOOD', 'FOOD', 'TOBACCO']"
8268,G0470999,"['FOOD', 'FOOD', 'TOBACCO']"
8269,G0471001,"['FOOD', 'FOOD', 'TOBACCO']"
8270,G0471002,"['FOOD', 'FOOD', 'TOBACCO']"
8271,G0471007,['FOOD']
8272,G0470863,['FOOD']
8273,G0471012,"['FOOD', 'FOOD', 'FOOD']"
8274,N0027927,['LIQUOR']
8275,N0027928,['LIQUOR']
8276,N0027929,['LIQUOR']
8277,N0027930,['LIQUOR']
8278,N0027931,['LIQUOR']
8279,N0027932,['LIQUOR']
8280,N0027933,['LIQUOR']
8281,N0027934,"['LIQUOR', 'LIQUOR']"
8282,N0027935,['LIQUOR']
8283,N0027936,['LIQUOR']
8284,N0027937,"['LIQUOR', 'LIQUOR']"
8285,N0027938,['LIQUOR']
8286,N0027939,"['LIQUOR', 'WINES']"
8287,N0027940,['LIQUOR']
8288,N0027926,['LIQUOR']
8289,G0470907,['MERCHANDISE']
8290,G0470944,['MERCHANDISE']
8291,G0470952,['MERCHANDISE']
8292,G0471008,"['MERCHANDISE', 'MERCHANDISE']"
8293,G0471016,['TOBACCO']
8294,G0470867,['TOBACCO']
8295,G0470872,['TOBACCO']
8296,G0470874,['TOBACCO']
8297,G0470876,['TOBACCO']
8298,G0470877,['TOBACCO']
8299,G0470884,['TOBACCO']
8300,G0470887,['TOBACCO']
8301,G0470890,['TOBACCO']
8302,G0470899,['TOBACCO']
8303,G0470902,['TOBACCO']
8304,G0470909,['TOBACCO']
8305,G0470911,['TOBACCO']
8306,G0470912,['TOBACCO']
8307,G0470913,['TOBACCO']
8308,G0470917,['TOBACCO']
8309,G0470919,['TOBACCO']
8310,G0470921,"['TOBACCO', 'TOBACCO']"
8311,G0470924,['TOBACCO']
8312,G0470926,['TOBACCO']
8313,G0470927,['TOBACCO']
8314,G0470930,['TOBACCO']
8315,G0470943,['TOBACCO']
8316,G0470946,['TOBACCO']
8317,G0470950,['TOBACCO']
8318,G0470955,"['TOBACCO', 'FOOD']"
8319,G0470956,['TOBACCO']
8320,G0470966,['TOBACCO']
8321,G0470969,"['TOBACCO', 'TOBACCO']"
8322,G0470971,['TOBACCO']
8323,G0470973,['TOBACCO']
8324,G0470978,['TOBACCO']
8325,G0470980,['TOBACCO']
8326,G0470981,['TOBACCO']
8327,G0470983,['TOBACCO']
8328,G0470985,['TOBACCO']
8329,G0470987,['TOBACCO']
8330,G0470988,['TOBACCO']
8331,G0470992,['TOBACCO']
8332,G0470994,['TOBACCO']
8333,G0470995,['TOBACCO']
8334,G0470996,['TOBACCO']
8335,G0471000,['TOBACCO']
8336,G0471006,['TOBACCO']
8337,G0471010,['TOBACCO']
8338,G0470864,['TOBACCO']
8339,G0471013,['TOBACCO']
8340,G0470865,['TOBACCO']
8341,G0515410,['TOBACCO']
8342,G0515421,"['TOBACCO', 'BEVERAGE']"
8343,G0515423,"['TOBACCO', 'BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
8344,G0515427,"['TOBACCO', 'TOBACCO']"
8345,G0515428,['TOBACCO']
8346,G0515436,['TOBACCO']
8347,G0515452,"['TOBACCO', 'FOOD', 'FOOD', 'FOOD', 'TOBACCO']"
8348,G0515457,"['TOBACCO', 'BEVERAGE', 'BEVERAGE', 'TOBACCO']"
8349,G0515460,"['TOBACCO', 'FOOD', 'FOOD']"
8350,G0515466,['TOBACCO']
8351,G0515478,"['TOBACCO', 'FOOD', 'FOOD', 'FOOD']"
8352,G0515496,['TOBACCO']
8353,G0515517,"['TOBACCO', 'BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'BEVERAGE']"
8354,G0515522,['TOBACCO']
8355,G0515524,"['TOBACCO', 'BEVERAGE', 'TOBACCO']"
8356,G0515527,"['TOBACCO', 'FOOD', 'BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
8357,G0515528,"['TOBACCO', 'FOOD', 'BEVERAGE', 'BEVERAGE', 'FOOD', 'TOBACCO', 'FOOD']"
8358,G0515529,"['TOBACCO', 'BEVERAGE', 'BEVERAGE']"
8359,G0515536,['TOBACCO']
8360,G0515335,"['TOBACCO', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
8361,G0504555,['TOBACCO']
8362,G0504573,['TOBACCO']
8363,G0504579,"['TOBACCO', 'FOOD']"
8364,G0504617,['TOBACCO']
8365,G0504631,"['TOBACCO', 'BEVERAGE']"
8366,G0504652,"['TOBACCO', 'BEVERAGE']"
8367,G0504657,"['TOBACCO', 'BEVERAGE', 'TOBACCO']"
8368,G0504671,"['TOBACCO', 'FOOD']"
8369,G0504674,['TOBACCO']
8370,G0504680,['TOBACCO']
8371,G0504543,"['TOBACCO', 'BEVERAGE', 'FOOD', 'BEVERAGE', 'FOOD']"
8372,G0509883,"['TOBACCO', 'BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
8373,G0509704,['TOBACCO']
8374,G0509737,"['TOBACCO', 'BEVERAGE', 'FOOD']"
8375,G0509760,"['TOBACCO', 'FOOD']"
8376,G0509764,"['TOBACCO', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
8377,G0509770,"['TOBACCO', 'FOOD']"
8378,G0509774,"['TOBACCO', 'FOOD']"
8379,G0475573,['BEVERAGE']
8380,G0475584,['BEVERAGE']
8381,G0475590,['BEVERAGE']
8382,G0475593,"['BEVERAGE', 'TOBACCO']"
8383,G0475594,['BEVERAGE']
8384,G0475596,"['BEVERAGE', 'TOBACCO']"
8385,G0475599,"['BEVERAGE', 'FOOD']"
8386,G0475601,"['BEVERAGE', 'TOBACCO']"
8387,G0475602,"['BEVERAGE', 'BEVERAGE', 'FOOD']"
8388,G0475605,"['BEVERAGE', 'TOBACCO', 'TOBACCO']"
8389,G0475608,"['BEVERAGE', 'TOBACCO']"
8390,G0475609,"['BEVERAGE', 'BEVERAGE']"
8391,G0475612,"['BEVERAGE', 'BEVERAGE', 'TOBACCO']"
8392,G0475617,"['BEVERAGE', 'BEVERAGE']"
8393,G0475619,"['BEVERAGE', 'BEVERAGE', 'FOOD']"
8394,G0475621,['BEVERAGE']
8395,G0475623,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD']"
8396,G0475626,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD']"
8397,G0475631,"['BEVERAGE', 'FOOD']"
8398,G0475632,['BEVERAGE']
8399,G0475633,"['BEVERAGE', 'FOOD', 'FOOD']"
8400,G0475634,"['BEVERAGE', 'FOOD']"
8401,G0475635,"['BEVERAGE', 'TOBACCO']"
8402,G0475636,['BEVERAGE']
8403,G0475638,"['BEVERAGE', 'FOOD', 'FOOD', 'TOBACCO']"
8404,G0475641,"['BEVERAGE', 'FOOD', 'TOBACCO']"
8405,G0475648,"['BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
8406,G0475650,"['BEVERAGE', 'TOBACCO']"
8407,G0475651,['BEVERAGE']
8408,G0475654,"['BEVERAGE', 'FOOD', 'FOOD', 'TOBACCO']"
8409,G0475655,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD']"
8410,G0475657,"['BEVERAGE', 'FOOD']"
8411,G0475662,"['BEVERAGE', 'BEVERAGE', 'FOOD']"
8412,G0475663,"['BEVERAGE', 'BEVERAGE', 'TOBACCO', 'BEVERAGE']"
8413,G0475664,['BEVERAGE']
8414,G0475667,"['BEVERAGE', 'BEVERAGE']"
8415,G0475668,['BEVERAGE']
8416,G0475675,"['BEVERAGE', 'FOOD']"
8417,G0475679,['BEVERAGE']
8418,G0475680,"['BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
8419,G0475683,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'TOBACCO', 'FOOD']"
8420,G0475692,"['BEVERAGE', 'FOOD']"
8421,G0475566,"['BEVERAGE', 'TOBACCO']"
8422,G0475696,"['BEVERAGE', 'FOOD']"
8423,G0475697,"['BEVERAGE', 'TOBACCO', 'TOBACCO']"
8424,G0475567,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD']"
8425,G0475703,"['BEVERAGE', 'BEVERAGE', 'TOBACCO']"
8426,G0475704,"['BEVERAGE', 'FOOD', 'TOBACCO']"
8427,G0475569,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'TOBACCO']"
8428,G0475711,['FOOD']
8429,G0475576,['FOOD']
8430,G0475581,['FOOD']
8431,G0475585,"['FOOD', 'FOOD']"
8432,G0475586,"['FOOD', 'TOBACCO']"
8433,G0475588,"['FOOD', 'TOBACCO']"
8434,G0475589,"['FOOD', 'TOBACCO']"
8435,G0475592,['FOOD']
8436,G0475604,"['FOOD', 'FOOD', 'TOBACCO']"
8437,G0475606,"['FOOD', 'FOOD', 'TOBACCO']"
8438,G0475607,"['FOOD', 'FOOD']"
8439,G0475615,['FOOD']
8440,G0475616,"['FOOD', 'TOBACCO']"
8441,G0475620,['FOOD']
8442,G0475625,"['FOOD', 'TOBACCO']"
8443,G0475637,['FOOD']
8444,G0475640,"['FOOD', 'FOOD']"
8445,G0475643,"['FOOD', 'TOBACCO']"
8446,G0475645,"['FOOD', 'TOBACCO']"
8447,G0475647,"['FOOD', 'FOOD']"
