,bill_number,category
62477,G0505772,"['BEVERAGE', 'TOBACCO']"
62478,G0505773,['BEVERAGE']
62479,G0505774,"['BEVERAGE', 'FOOD', 'FOOD']"
62480,G0505776,"['BEVERAGE', 'FOOD', 'TOBACCO']"
62481,G0505779,['BEVERAGE']
62482,G0505780,"['BEVERAGE', 'TOBACCO']"
62483,G0505782,"['BEVERAGE', 'FOOD']"
62484,G0505783,['BEVERAGE']
62485,G0505784,"['BEVERAGE', 'FOOD', 'FOOD']"
62486,G0505785,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'FOOD']"
62487,G0505793,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'TOBACCO']"
62488,G0505795,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'FOOD', 'TOBACCO']"
62489,G0505796,['BEVERAGE']
62490,G0505802,"['BEVERAGE', 'FOOD']"
62491,G0505805,"['BEVERAGE', 'FOOD']"
62492,G0505807,"['BEVERAGE', 'TOBACCO']"
62493,G0505809,"['BEVERAGE', 'TOBACCO']"
62494,G0505811,['BEVERAGE']
62495,G0505812,"['BEVERAGE', 'TOBACCO']"
62496,G0505813,['BEVERAGE']
62497,G0505815,"['BEVERAGE', 'FOOD']"
62498,G0505818,"['BEVERAGE', 'BEVERAGE', 'FOOD']"
62499,G0505819,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'FOOD']"
62500,G0505821,['BEVERAGE']
62501,G0505825,"['BEVERAGE', 'BEVERAGE']"
62502,G0505836,['BEVERAGE']
62503,G0505837,['BEVERAGE']
62504,G0505841,"['BEVERAGE', 'TOBACCO']"
62505,G0505842,['BEVERAGE']
62506,G0505846,"['BEVERAGE', 'TOBACCO']"
62507,G0505849,['BEVERAGE']
62508,G0505850,"['BEVERAGE', 'FOOD', 'FOOD']"
62509,G0505858,"['BEVERAGE', 'TOBACCO']"
62510,G0505862,"['BEVERAGE', 'BEVERAGE', 'FOOD']"
62511,G0505864,"['BEVERAGE', 'FOOD']"
62512,G0505725,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'FOOD']"
62513,G0505865,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'TOBACCO']"
62514,G0505867,"['BEVERAGE', 'TOBACCO']"
62515,G0505726,['BEVERAGE']
62516,G0505727,['BEVERAGE']
62517,G0505872,"['BEVERAGE', 'FOOD', 'TOBACCO']"
62518,G0505875,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'TOBACCO']"
62519,G0505728,['BEVERAGE']
62520,G0505878,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'FOOD', 'TOBACCO']"
62521,G0505879,['BEVERAGE']
62522,G0505730,['BEVERAGE']
62523,G0505731,['BEVERAGE']
62524,G0505738,['FOOD']
62525,G0505745,"['FOOD', 'FOOD', 'FOOD']"
62526,G0505747,['FOOD']
62527,G0505748,"['FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD']"
62528,G0505755,['FOOD']
62529,G0505766,"['FOOD', 'TOBACCO']"
62530,G0505775,['FOOD']
62531,G0505777,['FOOD']
62532,G0505792,"['FOOD', 'TOBACCO']"
62533,G0505799,['FOOD']
62534,G0505806,"['FOOD', 'TOBACCO']"
62535,G0505808,['FOOD']
62536,G0505816,"['FOOD', 'TOBACCO']"
62537,G0505817,['FOOD']
62538,G0505823,"['FOOD', 'FOOD', 'FOOD', 'FOOD', 'TOBACCO']"
62539,G0505827,"['FOOD', 'FOOD']"
62540,G0505829,"['FOOD', 'FOOD', 'FOOD', 'TOBACCO']"
62541,G0505834,"['FOOD', 'TOBACCO']"
62542,G0505835,['FOOD']
62543,G0505838,['FOOD']
62544,G0505839,"['FOOD', 'FOOD', 'FOOD', 'TOBACCO']"
62545,G0505840,"['FOOD', 'FOOD']"
62546,G0505844,"['FOOD', 'TOBACCO']"
62547,G0505847,['FOOD']
62548,G0505848,"['FOOD', 'TOBACCO']"
62549,G0505852,"['FOOD', 'TOBACCO']"
62550,G0505853,"['FOOD', 'TOBACCO']"
62551,G0505857,['FOOD']
62552,N0031133,['LIQUOR']
62553,N0031123,['LIQUOR']
62554,N0031126,['LIQUOR']
62555,N0031127,['LIQUOR']
62556,N0031128,['LIQUOR']
62557,N0031129,['LIQUOR']
62558,N0031130,['LIQUOR']
62559,N0031131,['LIQUOR']
62560,N0031122,['LIQUOR']
62561,N0031132,"['LIQUOR', 'LIQUOR']"
62562,G0505736,['TOBACCO']
62563,G0505746,['TOBACCO']
62564,G0505749,['TOBACCO']
62565,G0505754,['TOBACCO']
62566,G0505756,['TOBACCO']
62567,G0505768,['TOBACCO']
62568,G0505781,['TOBACCO']
62569,G0505787,['TOBACCO']
62570,G0505788,['TOBACCO']
62571,G0505790,['TOBACCO']
62572,G0505791,['TOBACCO']
62573,G0505801,['TOBACCO']
62574,G0505803,['TOBACCO']
62575,G0505804,['TOBACCO']
62576,G0505814,['TOBACCO']
62577,G0505826,['TOBACCO']
62578,G0505830,['TOBACCO']
62579,G0505831,['TOBACCO']
62580,G0505854,['TOBACCO']
62581,G0505855,['TOBACCO']
62582,G0505861,['TOBACCO']
62583,G0505866,['TOBACCO']
62584,G0505868,['TOBACCO']
62585,G0505869,['TOBACCO']
62586,G0505873,['TOBACCO']
62587,G0505874,['TOBACCO']
62588,G0505876,['TOBACCO']
62589,G0505880,['TOBACCO']
62590,G0505882,['TOBACCO']
62591,G0505884,['TOBACCO']
62592,G0505885,"['TOBACCO', 'FOOD']"
62593,G0505732,['TOBACCO']
62594,N0031124,['WINES']
62595,G0502213,['FOOD']
62596,G0513170,['FOOD']
62597,G0511025,"['BEVERAGE', 'FOOD']"
62598,G0511207,"['BEVERAGE', 'TOBACCO']"
62599,G0511208,"['BEVERAGE', 'FOOD', 'TOBACCO', 'FOOD']"
62600,G0511209,"['BEVERAGE', 'FOOD', 'FOOD']"
62601,G0511026,"['BEVERAGE', 'FOOD', 'TOBACCO']"
62602,G0511212,"['BEVERAGE', 'BEVERAGE']"
62603,G0511218,['BEVERAGE']
62604,G0511029,"['BEVERAGE', 'BEVERAGE']"
62605,G0511030,"['BEVERAGE', 'BEVERAGE']"
62606,G0511031,"['BEVERAGE', 'BEVERAGE']"
62607,G0511033,"['BEVERAGE', 'BEVERAGE']"
62608,G0511039,"['BEVERAGE', 'BEVERAGE']"
62609,G0511044,"['BEVERAGE', 'FOOD']"
62610,G0511045,"['BEVERAGE', 'BEVERAGE']"
62611,G0511050,"['BEVERAGE', 'FOOD', 'FOOD']"
62612,G0511051,['BEVERAGE']
62613,G0511055,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE']"
62614,G0511058,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'TOBACCO']"
62615,G0511066,['BEVERAGE']
62616,G0511071,['BEVERAGE']
62617,G0511072,"['BEVERAGE', 'TOBACCO']"
62618,G0511073,"['BEVERAGE', 'BEVERAGE']"
62619,G0511074,"['BEVERAGE', 'FOOD', 'TOBACCO']"
62620,G0511083,"['BEVERAGE', 'BEVERAGE', 'FOOD']"
62621,G0511089,"['BEVERAGE', 'BEVERAGE', 'TOBACCO']"
62622,G0511091,"['BEVERAGE', 'FOOD']"
62623,G0511100,"['BEVERAGE', 'FOOD', 'TOBACCO']"
62624,G0511101,"['BEVERAGE', 'FOOD', 'FOOD']"
62625,G0511102,['BEVERAGE']
62626,G0511103,['BEVERAGE']
62627,G0511107,"['BEVERAGE', 'FOOD', 'TOBACCO']"
62628,G0511109,"['BEVERAGE', 'BEVERAGE', 'FOOD']"
62629,G0511112,"['BEVERAGE', 'BEVERAGE', 'FOOD']"
62630,G0511119,"['BEVERAGE', 'TOBACCO']"
62631,G0511122,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE']"
62632,G0511125,"['BEVERAGE', 'FOOD', 'FOOD', 'TOBACCO']"
62633,G0511127,"['BEVERAGE', 'BEVERAGE', 'FOOD']"
62634,G0511129,"['BEVERAGE', 'BEVERAGE']"
62635,G0511130,"['BEVERAGE', 'TOBACCO']"
62636,G0511134,"['BEVERAGE', 'BEVERAGE', 'FOOD']"
62637,G0511136,"['BEVERAGE', 'FOOD']"
62638,G0511143,['BEVERAGE']
62639,G0511147,"['BEVERAGE', 'TOBACCO']"
62640,G0511149,"['BEVERAGE', 'TOBACCO']"
62641,G0511151,"['BEVERAGE', 'BEVERAGE']"
62642,G0511158,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD']"
62643,G0511167,['BEVERAGE']
62644,G0511168,"['BEVERAGE', 'BEVERAGE', 'TOBACCO']"
62645,G0511170,['BEVERAGE']
62646,G0511183,"['BEVERAGE', 'BEVERAGE']"
62647,G0511015,"['BEVERAGE', 'TOBACCO']"
62648,G0511185,"['BEVERAGE', 'BEVERAGE', 'TOBACCO']"
62649,G0511186,['BEVERAGE']
62650,G0511188,"['BEVERAGE', 'FOOD', 'TOBACCO']"
62651,G0511189,['BEVERAGE']
62652,G0511017,"['BEVERAGE', 'BEVERAGE', 'FOOD']"
62653,G0511190,"['BEVERAGE', 'BEVERAGE', 'FOOD']"
62654,G0511018,"['BEVERAGE', 'BEVERAGE']"
62655,G0511019,"['BEVERAGE', 'BEVERAGE']"
62656,G0511197,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
62657,G0511199,['BEVERAGE']
62658,G0511022,['BEVERAGE']
62659,G0511200,"['BEVERAGE', 'TOBACCO']"
62660,G0511023,"['BEVERAGE', 'TOBACCO']"
62661,G0511202,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'TOBACCO']"
62662,G0511205,['FOOD']
62663,G0511211,"['FOOD', 'TOBACCO']"
62664,G0511027,"['FOOD', 'TOBACCO']"
62665,G0511215,"['FOOD', 'TOBACCO']"
62666,G0511216,['FOOD']
62667,G0511217,"['FOOD', 'TOBACCO']"
62668,G0511219,['FOOD']
62669,G0511036,"['FOOD', 'FOOD', 'FOOD', 'FOOD']"
62670,G0511047,"['FOOD', 'TOBACCO', 'FOOD']"
62671,G0511048,"['FOOD', 'TOBACCO']"
62672,G0511069,"['FOOD', 'TOBACCO']"
62673,G0511082,"['FOOD', 'FOOD', 'FOOD', 'FOOD', 'TOBACCO']"
62674,G0511084,"['FOOD', 'FOOD']"
62675,G0511098,"['FOOD', 'TOBACCO']"
62676,G0511105,"['FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'TOBACCO', 'TOBACCO']"
62677,G0511117,['FOOD']
62678,G0511120,"['FOOD', 'TOBACCO']"
62679,G0511126,"['FOOD', 'TOBACCO']"
62680,G0511133,['FOOD']
62681,G0511141,"['FOOD', 'FOOD']"
62682,G0511142,"['FOOD', 'TOBACCO']"
62683,G0511148,"['FOOD', 'TOBACCO']"
62684,G0511154,"['FOOD', 'FOOD', 'FOOD']"
62685,G0511155,"['FOOD', 'FOOD']"
62686,G0511156,"['FOOD', 'TOBACCO']"
62687,G0511157,"['FOOD', 'TOBACCO']"
62688,G0511160,"['FOOD', 'FOOD', 'FOOD', 'FOOD', 'BEVERAGE']"
62689,G0511161,"['FOOD', 'TOBACCO']"
62690,G0511162,"['FOOD', 'FOOD']"
62691,G0511163,"['FOOD', 'TOBACCO']"
62692,G0511010,['FOOD']
62693,G0511178,['FOOD']
62694,G0511181,"['FOOD', 'FOOD', 'TOBACCO']"
62695,G0511187,"['FOOD', 'FOOD', 'FOOD']"
62696,G0511016,"['FOOD', 'TOBACCO']"
62697,G0511192,"['FOOD', 'FOOD']"
62698,G0511193,['FOOD']
62699,G0511198,['FOOD']
62700,G0511201,"['FOOD', 'TOBACCO']"
62701,G0511024,"['FOOD', 'FOOD', 'FOOD']"
62702,N0031687,['LIQUOR']
62703,N0031688,['LIQUOR']
62704,N0031689,['LIQUOR']
62705,N0031690,['LIQUOR']
62706,N0031691,['LIQUOR']
62707,N0031692,['LIQUOR']
62708,N0031693,['LIQUOR']
62709,N0031694,['LIQUOR']
62710,N0031671,['LIQUOR']
62711,N0031672,['LIQUOR']
62712,N0031673,"['LIQUOR', 'LIQUOR']"
62713,N0031674,['LIQUOR']
62714,N0031675,['LIQUOR']
62715,N0031676,"['LIQUOR', 'LIQUOR']"
62716,N0031677,['LIQUOR']
62717,N0031678,"['LIQUOR', 'WINES']"
62718,N0031679,['LIQUOR']
62719,N0031680,['LIQUOR']
62720,N0031681,['LIQUOR']
62721,N0031682,['LIQUOR']
62722,N0031684,['LIQUOR']
62723,N0031686,['LIQUOR']
62724,G0511088,"['MERCHANDISE', 'MERCHANDISE']"
62725,G0511210,['TOBACCO']
62726,G0511214,['TOBACCO']
62727,G0511032,['TOBACCO']
62728,G0511034,['TOBACCO']
62729,G0511035,['TOBACCO']
62730,G0511038,['TOBACCO']
62731,G0511041,['TOBACCO']
62732,G0511042,['TOBACCO']
62733,G0511046,['TOBACCO']
62734,G0511049,['TOBACCO']
62735,G0511052,"['TOBACCO', 'TOBACCO']"
62736,G0511060,['TOBACCO']
62737,G0511061,['TOBACCO']
62738,G0511062,['TOBACCO']
62739,G0511065,['TOBACCO']
62740,G0511067,['TOBACCO']
62741,G0511070,['TOBACCO']
62742,G0511077,['TOBACCO']
62743,G0511079,['TOBACCO']
62744,G0511080,['TOBACCO']
62745,G0511085,['TOBACCO']
62746,G0511087,['TOBACCO']
62747,G0511093,['TOBACCO']
62748,G0511094,['TOBACCO']
62749,G0511104,['TOBACCO']
62750,G0511106,['TOBACCO']
62751,G0511121,['TOBACCO']
62752,G0511123,['TOBACCO']
62753,G0511132,['TOBACCO']
62754,G0511138,['TOBACCO']
62755,G0511139,['TOBACCO']
62756,G0511140,['TOBACCO']
62757,G0511145,['TOBACCO']
62758,G0511159,['TOBACCO']
62759,G0511164,"['TOBACCO', 'TOBACCO']"
62760,G0511165,['TOBACCO']
62761,G0511009,['TOBACCO']
62762,G0511011,['TOBACCO']
62763,G0511012,['TOBACCO']
62764,G0511177,"['TOBACCO', 'TOBACCO']"
62765,G0511013,['TOBACCO']
62766,G0511179,['TOBACCO']
62767,G0511182,['TOBACCO']
62768,G0511194,['TOBACCO']
62769,G0511020,['TOBACCO']
62770,G0511021,['TOBACCO']
62771,N0031683,['WINES']
62772,N0031685,['WINES']
62773,G0513850,['FOOD']
62774,G0518647,['FOOD']
62775,G0493423,['FOOD']
62776,G0517197,"['BEVERAGE', 'TOBACCO', 'TOBACCO']"
62777,G0517011,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE']"
62778,G0517201,"['BEVERAGE', 'TOBACCO']"
62779,G0517203,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE']"
62780,G0517014,"['BEVERAGE', 'TOBACCO']"
62781,G0517016,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'BEVERAGE']"
62782,G0517018,"['BEVERAGE', 'FOOD']"
62783,G0517022,"['BEVERAGE', 'TOBACCO']"
62784,G0517023,"['BEVERAGE', 'TOBACCO']"
62785,G0517024,['BEVERAGE']
62786,G0517026,['BEVERAGE']
62787,G0517028,['BEVERAGE']
62788,G0517029,['BEVERAGE']
62789,G0517030,"['BEVERAGE', 'BEVERAGE']"
62790,G0517031,"['BEVERAGE', 'FOOD', 'TOBACCO']"
62791,G0517032,['BEVERAGE']
62792,G0517033,"['BEVERAGE', 'FOOD', 'TOBACCO']"
62793,G0517034,"['BEVERAGE', 'BEVERAGE']"
62794,G0517036,['BEVERAGE']
62795,G0517039,"['BEVERAGE', 'BEVERAGE']"
62796,G0517041,['BEVERAGE']
62797,G0517042,['BEVERAGE']
62798,G0517043,"['BEVERAGE', 'TOBACCO']"
62799,G0517045,"['BEVERAGE', 'BEVERAGE']"
62800,G0517048,"['BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'FOOD']"
62801,G0517050,"['BEVERAGE', 'FOOD', 'TOBACCO']"
62802,G0517057,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'FOOD']"
62803,G0517063,"['BEVERAGE', 'BEVERAGE', 'TOBACCO']"
62804,G0517067,['BEVERAGE']
62805,G0517068,"['BEVERAGE', 'BEVERAGE', 'TOBACCO']"
62806,G0517072,"['BEVERAGE', 'BEVERAGE']"
62807,G0517073,"['BEVERAGE', 'FOOD']"
62808,G0517078,"['BEVERAGE', 'BEVERAGE']"
62809,G0517086,['BEVERAGE']
62810,G0517087,"['BEVERAGE', 'FOOD']"
62811,G0517092,"['BEVERAGE', 'FOOD', 'TOBACCO']"
62812,G0517097,"['BEVERAGE', 'TOBACCO']"
62813,G0517099,"['BEVERAGE', 'FOOD', 'TOBACCO']"
62814,G0517100,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'TOBACCO']"
62815,G0517101,"['BEVERAGE', 'FOOD', 'TOBACCO', 'TOBACCO']"
62816,G0517102,"['BEVERAGE', 'FOOD']"
62817,G0517103,"['BEVERAGE', 'TOBACCO']"
62818,G0517105,"['BEVERAGE', 'TOBACCO']"
62819,G0517106,['BEVERAGE']
62820,G0517107,['BEVERAGE']
62821,G0517114,"['BEVERAGE', 'TOBACCO']"
62822,G0517115,"['BEVERAGE', 'BEVERAGE']"
62823,G0517116,"['BEVERAGE', 'TOBACCO']"
62824,G0517117,['BEVERAGE']
62825,G0517119,"['BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'TOBACCO']"
62826,G0517121,"['BEVERAGE', 'TOBACCO']"
62827,G0517122,"['BEVERAGE', 'BEVERAGE']"
62828,G0517124,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD']"
62829,G0517128,"['BEVERAGE', 'FOOD', 'FOOD']"
62830,G0517133,"['BEVERAGE', 'TOBACCO']"
62831,G0517138,"['BEVERAGE', 'FOOD', 'FOOD']"
62832,G0517140,['BEVERAGE']
62833,G0517147,"['BEVERAGE', 'BEVERAGE']"
62834,G0517154,"['BEVERAGE', 'TOBACCO']"
62835,G0516995,['BEVERAGE']
62836,G0516996,"['BEVERAGE', 'BEVERAGE', 'FOOD']"
62837,G0517159,"['BEVERAGE', 'BEVERAGE', 'TOBACCO', 'TOBACCO']"
62838,G0517162,"['BEVERAGE', 'TOBACCO']"
62839,G0516999,"['BEVERAGE', 'TOBACCO']"
62840,G0517165,"['BEVERAGE', 'BEVERAGE']"
62841,G0517000,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD']"
62842,G0517168,['BEVERAGE']
62843,G0517169,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'TOBACCO']"
62844,G0517002,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD']"
62845,G0517171,['BEVERAGE']
62846,G0517172,"['BEVERAGE', 'BEVERAGE']"
62847,G0517003,['BEVERAGE']
62848,G0517176,"['BEVERAGE', 'FOOD', 'TOBACCO']"
62849,G0517180,"['BEVERAGE', 'BEVERAGE']"
62850,G0517004,"['BEVERAGE', 'BEVERAGE', 'FOOD']"
62851,G0517006,['BEVERAGE']
62852,G0517183,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD']"
62853,G0517185,"['BEVERAGE', 'BEVERAGE', 'TOBACCO']"
62854,G0517188,"['BEVERAGE', 'TOBACCO', 'TOBACCO']"
62855,G0517008,"['BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
62856,G0517191,"['BEVERAGE', 'BEVERAGE', 'TOBACCO']"
62857,G0517193,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
62858,G0517009,"['BEVERAGE', 'BEVERAGE', 'FOOD']"
62859,G0517012,['FOOD']
62860,G0517200,"['FOOD', 'TOBACCO']"
62861,G0517204,['FOOD']
62862,G0517013,"['FOOD', 'TOBACCO']"
62863,G0517020,"['FOOD', 'FOOD']"
62864,G0517027,"['FOOD', 'FOOD', 'BEVERAGE']"
62865,G0517040,"['FOOD', 'TOBACCO']"
62866,G0517047,['FOOD']
62867,G0517059,['FOOD']
62868,G0517062,"['FOOD', 'TOBACCO']"
62869,G0517064,['FOOD']
62870,G0517075,"['FOOD', 'TOBACCO']"
62871,G0517079,['FOOD']
62872,G0517081,"['FOOD', 'FOOD']"
62873,G0517083,"['FOOD', 'TOBACCO']"
62874,G0517084,"['FOOD', 'FOOD']"
62875,G0517095,"['FOOD', 'FOOD', 'FOOD']"
62876,G0517104,['FOOD']
62877,G0517113,"['FOOD', 'FOOD']"
62878,G0517118,"['FOOD', 'TOBACCO']"
62879,G0517120,['FOOD']
62880,G0517125,"['FOOD', 'TOBACCO']"
62881,G0517126,"['FOOD', 'FOOD']"
62882,G0517129,"['FOOD', 'TOBACCO']"
62883,G0517130,['FOOD']
62884,G0517132,"['FOOD', 'TOBACCO']"
62885,G0517142,"['FOOD', 'FOOD', 'TOBACCO']"
62886,G0517148,"['FOOD', 'TOBACCO']"
62887,G0517153,"['FOOD', 'FOOD']"
62888,G0517155,['FOOD']
62889,G0517158,"['FOOD', 'FOOD']"
62890,G0516997,"['FOOD', 'FOOD', 'FOOD']"
62891,G0517167,"['FOOD', 'FOOD']"
62892,G0517173,"['FOOD', 'TOBACCO']"
62893,G0517175,"['FOOD', 'TOBACCO']"
62894,G0517178,"['FOOD', 'FOOD', 'TOBACCO', 'TOBACCO']"
62895,G0517184,['FOOD']
62896,G0517010,"['FOOD', 'FOOD', 'FOOD']"
62897,N0032372,['LIQUOR']
62898,N0032373,['LIQUOR']
62899,N0032374,['LIQUOR']
62900,N0032375,"['LIQUOR', 'LIQUOR']"
62901,N0032376,['LIQUOR']
62902,N0032378,['LIQUOR']
62903,N0032380,['LIQUOR']
62904,N0032381,['LIQUOR']
62905,N0032382,['LIQUOR']
62906,N0032383,"['LIQUOR', 'LIQUOR']"
62907,N0032385,['LIQUOR']
62908,N0032386,['LIQUOR']
62909,N0032368,['LIQUOR']
62910,N0032387,['LIQUOR']
62911,N0032369,['LIQUOR']
62912,N0032388,"['LIQUOR', 'WINES']"
62913,G0517065,['MERCHANDISE']
62914,G0517108,['MERCHANDISE']
62915,G0517196,['TOBACCO']
62916,G0517202,['TOBACCO']
62917,G0517021,['TOBACCO']
62918,G0517025,['TOBACCO']
62919,G0517035,['TOBACCO']
62920,G0517037,['TOBACCO']
62921,G0517038,['TOBACCO']
62922,G0517054,['TOBACCO']
62923,G0517055,['TOBACCO']
62924,G0517056,['TOBACCO']
62925,G0517058,['TOBACCO']
62926,G0517066,['TOBACCO']
62927,G0517070,['TOBACCO']
62928,G0517077,['TOBACCO']
62929,G0517082,['TOBACCO']
62930,G0517093,['TOBACCO']
62931,G0517111,['TOBACCO']
62932,G0517131,['TOBACCO']
62933,G0517141,['TOBACCO']
62934,G0517143,['TOBACCO']
62935,G0517149,['TOBACCO']
62936,G0517152,['TOBACCO']
62937,G0517156,"['TOBACCO', 'TOBACCO']"
62938,G0517157,['TOBACCO']
62939,G0517160,['TOBACCO']
62940,G0517164,['TOBACCO']
62941,G0517179,['TOBACCO']
62942,G0517182,['TOBACCO']
62943,G0517187,['TOBACCO']
62944,G0517189,['TOBACCO']
62945,G0517195,['TOBACCO']
62946,N0032371,['WINES']
62947,N0032384,['WINES']
62948,G0473255,['FOOD']
62949,G0488693,['FOOD']
62950,G0500038,['FOOD']
62951,G0510648,['FOOD']
62952,G0523316,"['BEVERAGE', 'BEVERAGE', 'TOBACCO']"
62953,G0523318,"['BEVERAGE', 'FOOD']"
62954,G0523321,"['BEVERAGE', 'FOOD']"
62955,G0523159,['BEVERAGE']
62956,G0523160,"['BEVERAGE', 'BEVERAGE']"
62957,G0523161,"['BEVERAGE', 'FOOD']"
62958,G0523162,['BEVERAGE']
62959,G0523163,['BEVERAGE']
62960,G0523165,"['BEVERAGE', 'FOOD']"
62961,G0523166,"['BEVERAGE', 'FOOD']"
62962,G0523169,"['BEVERAGE', 'TOBACCO']"
62963,G0523172,"['BEVERAGE', 'FOOD', 'FOOD', 'TOBACCO']"
62964,G0523173,"['BEVERAGE', 'BEVERAGE']"
62965,G0523174,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE']"
62966,G0523176,"['BEVERAGE', 'FOOD', 'FOOD']"
62967,G0523178,['BEVERAGE']
62968,G0523179,['BEVERAGE']
62969,G0523180,['BEVERAGE']
62970,G0523184,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE']"
62971,G0523188,"['BEVERAGE', 'FOOD']"
62972,G0523190,"['BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
62973,G0523191,"['BEVERAGE', 'BEVERAGE']"
62974,G0523194,"['BEVERAGE', 'FOOD']"
62975,G0523201,['BEVERAGE']
62976,G0523202,"['BEVERAGE', 'FOOD', 'TOBACCO']"
62977,G0523203,"['BEVERAGE', 'FOOD']"
62978,G0523204,"['BEVERAGE', 'FOOD', 'FOOD']"
62979,G0523205,"['BEVERAGE', 'BEVERAGE']"
62980,G0523206,['BEVERAGE']
62981,G0523207,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD']"
62982,G0523210,"['BEVERAGE', 'FOOD', 'TOBACCO', 'TOBACCO']"
62983,G0523216,"['BEVERAGE', 'FOOD', 'FOOD']"
62984,G0523218,"['BEVERAGE', 'BEVERAGE']"
62985,G0523220,"['BEVERAGE', 'TOBACCO']"
62986,G0523221,"['BEVERAGE', 'FOOD']"
62987,G0523223,"['BEVERAGE', 'FOOD', 'TOBACCO']"
62988,G0523224,['BEVERAGE']
62989,G0523226,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'BEVERAGE']"
62990,G0523227,"['BEVERAGE', 'BEVERAGE']"
62991,G0523228,['BEVERAGE']
62992,G0523230,"['BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'TOBACCO']"
62993,G0523232,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'FOOD']"
62994,G0523233,['BEVERAGE']
62995,G0523234,['BEVERAGE']
62996,G0523235,['BEVERAGE']
62997,G0523236,['BEVERAGE']
62998,G0523237,"['BEVERAGE', 'FOOD', 'FOOD']"
62999,G0523239,"['BEVERAGE', 'FOOD', 'TOBACCO']"
63000,G0523242,['BEVERAGE']
63001,G0523246,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'TOBACCO', 'TOBACCO']"
63002,G0523247,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD']"
63003,G0523248,['BEVERAGE']
63004,G0523249,['BEVERAGE']
63005,G0523250,"['BEVERAGE', 'BEVERAGE', 'FOOD']"
63006,G0523253,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD']"
63007,G0523254,"['BEVERAGE', 'BEVERAGE', 'FOOD']"
63008,G0523257,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'FOOD']"
63009,G0523258,"['BEVERAGE', 'BEVERAGE']"
63010,G0523259,['BEVERAGE']
63011,G0523263,"['BEVERAGE', 'BEVERAGE']"
63012,G0523265,"['BEVERAGE', 'BEVERAGE', 'FOOD']"
63013,G0523266,"['BEVERAGE', 'FOOD', 'TOBACCO']"
63014,G0523268,"['BEVERAGE', 'BEVERAGE', 'TOBACCO']"
63015,G0523270,"['BEVERAGE', 'TOBACCO', 'TOBACCO']"
63016,G0523271,"['BEVERAGE', 'BEVERAGE', 'TOBACCO']"
63017,G0523274,"['BEVERAGE', 'BEVERAGE']"
63018,G0523278,"['BEVERAGE', 'BEVERAGE']"
63019,G0523279,"['BEVERAGE', 'BEVERAGE', 'TOBACCO']"
63020,G0523137,"['BEVERAGE', 'BEVERAGE']"
